#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Players,Playtime (Median),Developer(s),Publisher(s),Genre
526,MX vs ATV All Out,"Mar 27, 2018",$39.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Rainbow Studios,THQ Nordic,Racing
558,BREAK ARTS II,"Feb 9, 2018",$14.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),MercuryStudio,PLAYISM,Racing
628,Arcade Moonlander,"Oct 25, 2017",$0.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Daniel Paul Griffin,Back Of Nowhere Studios,Racing
673,Survival Driver,"Aug 15, 2017",$1.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),"Tero Lunkka, Mikko Seppälä",HaDe Games,Racing
681,Nash Racing,"Aug 2, 2017",$3.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Tero Lunkka,HaDe Games,Racing
704,Kuro survival,"Jun 21, 2017",$4.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Yin Games,Yin Games,Racing
715,MXGP3 - The Official Motocross Videogame,"May 29, 2017",$19.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,Racing
722,TO THE TOP,"May 18, 2017",$19.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Electric Hat Games LLC.,Electric Hat Games LLC.,Racing
725,Andarilho,"May 5, 2017",$4.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),SC Jogos,SC Jogos,Racing
726,Shio,"May 5, 2017",$11.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Coconut Island Studio,Coconut Island Games,Racing
739,Evil Tag,"Apr 7, 2017",$0.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),HFM Games,HFM Games,Racing
745,Drift Horizon Online,"Mar 23, 2017",$4.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),JDM4iK Games,SA Industry,Racing
747,Cyberline Racing,"Mar 22, 2017",$0.79,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),MagicIndie,Plug In Digital,Racing
753,Revhead,"Mar 9, 2017",$19.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Creative Pudding Hungary Llc.,Creative Pudding Hungary Llc.,Racing
764,Snake Party,"Feb 17, 2017",$0.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Displacement Studios,Displacement Studios,Racing
765,CPU Invaders,"Feb 17, 2017",$0.49,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Microblast Games,SA Industry,Racing
782,Leap Up no jutsu,"Dec 30, 2016",$4.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Yin Games,Yin Games,Racing
848,Sky to Fly: Soulless Leviathan,"Jul 22, 2016",$3.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),AIVIK LLC,Absolutist Ltd.,Racing
872,Riff Racer - Race Your Music!,"May 12, 2016",,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),FOAM Entertainment,FOAM Entertainment,Racing
874,Neon Drive,"May 12, 2016",$9.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Fraoula,Fraoula,Racing
890,Sky To Fly: Faster Than Wind,"Mar 25, 2016",$3.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),AIVIK LLC,Absolutist Ltd.,Racing
891,Trackmania Turbo,"Mar 24, 2016",$39.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Nadeo,Ubisoft,Racing
892,Atari Vault,"Mar 24, 2016",,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Code Mystics,Atari,Racing
906,Defunct,"Jan 29, 2016",$6.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Freshly Squeezed,SOEDESCO,Racing
924,Dino Run DX,"Sep 29, 2015",$5.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Pixeljam,Pixeljam,Racing
952,MotoGP15,"Jun 23, 2015",$0.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,Racing
967,ROCKETSROCKETSROCKETS,"May 1, 2015",$6.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),"Radial Games Corp, Loren Bednar, Dr. Kimberly Voll, Lindsay Jorgensen",Radial Games Corp,Racing
975,rFactor,"Aug 31, 2005",$24.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Image Space Incorporated,Image Space Incorporated,Racing
988,iO,"Dec 5, 2014",$4.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Gamious,Gamious,Racing
995,OCEAN CITY RACING,"Aug 27, 2016",$1.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),"OCR Dev Team, Onur Uça",Numantian Games,Racing
1010,Orborun,"Sep 5, 2014",$5.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Tiny Lab Productions,Digerati,Racing
1018,Speed Kills,"May 16, 2014",$2.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),"Holy Warp, Black Wing Foundation",Holy Warp,Racing
1019,Swipecart,"May 8, 2014",$2.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Micro Factory Games,Micro Factory Games,Racing
1025,Hard Truck Apocalypse / Ex Machina,"Dec 8, 2005",$7.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Targem Games,ESDigital Games,Racing
1041,MotoGP13,"Jun 20, 2013",$9.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Milestone S.r.l.,"Plug In Digital, Milestone S.r.l.",Racing
1042,Rush Bros.,"May 24, 2013",$9.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),XYLA Entertainment,Digital Tribe,Racing
1052,Death Rally,"Aug 3, 2012",$2.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),"Remedy Entertainment, Mountain Sheep, Cornfox & Brothers",Remedy Entertainment,Racing
1054,Snuggle Truck,"Feb 3, 2012",$4.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Owlchemy Labs,Owlchemy Labs,Racing
1063,Zero Gear,"Jan 12, 2010",$4.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Brian Cronin,Brian Cronin,Racing
1067,Crash Time 2,"Aug 27, 2009",$4.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),,Meridian4,Racing
1092,Carmageddon Max Pack,"Jun 30, 1997",$9.99,N/A (N/A),"100,000 .. 200,000",0%,00:00 (00:00),Stainless Games Ltd,THQ Nordic,Racing
23,F1 2011,"Jun 1, 1984",,N/A (N/A/83%),"50,000 .. 100,000",0%,00:00 (00:00),Codemasters Birmingham,Codemasters,Racing
38,Nimbus,"Oct 25, 2010",$9.99,N/A (N/A/80%),"50,000 .. 100,000",0%,00:00 (00:00),Noumenon Games,Noumenon Games,Racing
43,TrackMania² Valley,"Jul 4, 2013",$19.99,N/A (N/A/79%),"50,000 .. 100,000",0%,00:00 (00:00),Nadeo,Ubisoft,Racing
56,JumpJet Rex,"Apr 21, 2015",$6.49,N/A (N/A/76%),"50,000 .. 100,000",0%,00:00 (00:00),TreeFortress Games,TreeFortress Games,Racing
57,MotoGP14,"Jun 20, 2014",$5.99,N/A (N/A/76%),"50,000 .. 100,000",0%,00:00 (00:00),Milestone S.r.l.,"Plug In Digital, Milestone S.r.l.",Racing
66,RUSH,"Jul 13, 2018",$19.99,N/A (N/A/73%),"50,000 .. 100,000",0%,00:00 (00:00),The Binary Mill,The Binary Mill,Racing
73,Valentino Rossi The Game,"Jun 16, 2016",$14.99,N/A (N/A/72%),"50,000 .. 100,000",0%,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,Racing
74,Qvadriga,"Jun 13, 2014",$19.99,N/A (N/A/72%),"50,000 .. 100,000",0%,00:00 (00:00),Turnopia,Slitherine Ltd.,Racing
84,Thrillville: Off the Rails,"Jul 8, 2009",$9.99,N/A (N/A/70%),"50,000 .. 100,000",0%,00:00 (00:00),Frontier,LucasArts,Racing
91,WRC 6 FIA World Rally Championship,"Oct 7, 2016",$1.49,N/A (N/A/68%),"50,000 .. 100,000",0%,00:00 (00:00),KT Racing,Nacon,Racing
98,WRC 5 FIA World Rally Championship,"Oct 8, 2015",$0.99,N/A (N/A/65%),"50,000 .. 100,000",0%,00:00 (00:00),KT Racing,Nacon,Racing
102,RC Cars,"Dec 11, 2003",$2.99,N/A (N/A/65%),"50,000 .. 100,000",0%,00:00 (00:00),Creat Studio,Fulqrum Publishing,Racing
110,Rig n Roll,"Jun 4, 2010",$4.99,N/A (N/A/61%),"50,000 .. 100,000",0%,00:00 (00:00),SoftLab-NSK,Fulqrum Publishing,Racing
113,Off-Road Drive,"Sep 29, 2011",$4.99,N/A (N/A/60%),"50,000 .. 100,000",0%,00:00 (00:00),1C-Avalon,Fulqrum Publishing,Racing
114,Dakar 18,"Sep 25, 2018",$29.99,N/A (N/A/59%),"50,000 .. 100,000",0%,00:00 (00:00),Bigmoon Entertainment,"Bigmoon Entertainment, Ravenscourt",Racing
116,inMomentum,"Oct 31, 2011",$9.99,N/A (N/A/59%),"50,000 .. 100,000",0%,00:00 (00:00),Digital Arrow,White Rabbit Interactive,Racing
120,Jet Car Stunts,"May 1, 2014",$2.99,N/A (N/A/57%),"50,000 .. 100,000",0%,00:00 (00:00),GRIP Digital s.r.o.,bitComposer Games,Racing
123,Death Track: Resurrection,"May 6, 2009",$2.99,N/A (N/A/53%),"50,000 .. 100,000",0%,00:00 (00:00),Sky Fallen,Fulqrum Publishing,Racing
139,War Machines: Free to Play,"Nov 28, 2018",,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Fun Games For Free,Fun Games For Free,Racing
143,Tinkr Garage,"Oct 9, 2018",,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),"Tinkr, Inc.","Tinkr, Inc.",Racing
146,Switchblade,"Aug 28, 2018",,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Lucid Games Ltd,Lucid Publishing Ltd,Racing
170,Armada: Modern Tanks,"Feb 7, 2018",Free,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),XDEVS LTD,XDEVS LTD,Racing
174,Wheel Riders Online OBT,"Dec 27, 2017",Free,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Raum Studio,Raum Studio,Racing
178,RacetronicVR,"Nov 13, 2017",Free,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Charles Cochrane,Charles Cochrane,Racing
184,Road Dogs,"Sep 25, 2017",Free,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Teletower Studios,Teletower Studios,Racing
188,RC Plane 3,"Aug 7, 2017",Free,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),FrozenPepper S.R.L,FrozenPepper S.R.L.,Racing
189,Avem33,"Aug 4, 2017",Free,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),WaVR,WaVR,Racing
198,SQUAKE,"Feb 1, 2017",,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),On5,On5,Racing
200,Blueshift,"Dec 21, 2016",Free,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),"Zach Tsiakalis-Brown, Raul Bravo",Zulubo Productions,Racing
204,Drift GEAR Racing Free,"Nov 16, 2016",Free,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Rock Crow,Rock Crow,Racing
207,Racecar.io,"Oct 18, 2016",Free,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),"Kastriot Sulejmani, Brayden Myers",KasSanity,Racing
211,Rail Adventures - VR Tech Demo,"Aug 25, 2016",,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),exosyphen studios,exosyphen studios,Racing
214,Totally Unbalanced,"Jul 29, 2016",Free,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Isojumper,Axel Sonic,Racing
216,VirZOOM Arcade,"Jun 30, 2016",Free,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),VirZOOM,VirZOOM,Racing
218,Skyreach,"Apr 29, 2016",Free,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Rainbow Goats Studio,Rainbow Goats Studio,Racing
219,Trackday Manager,"Mar 31, 2016",,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Arctic Hazard Game Studio a/s,Arctic Hazard Game Studio a/s,Racing
221,Racecraft,"Mar 4, 2016",,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Sandbox Games,Sandbox Games,Racing
229,MiniDrivers,"Aug 20, 2015",,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Ivanovich Games,Ivanovich Games,Racing
233,EV3 - Drag Racing,"Mar 1, 2015",Free,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),KABloom Interactive,KABloom Interactive,Racing
237,The Collider,"Sep 15, 2014",,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Shortbreak Studios s.c.,Shortbreak Studios s.c.,Racing
251,Mini Motor Racing EVO,"Jul 14, 1989",,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),The Binary Mill,The Binary Mill,Racing
323,Wrench,"Dec 19, 2018",$29.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Missing Digit,Missing Digit,Racing
406,FPV Air 2,"Aug 17, 2018",,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Flyleap Studios,Flyleap Studios,Racing
433,All-Star Fruit Racing,"Jul 13, 2018",$14.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),3DClouds,3DClouds,Racing
450,MXGP PRO,"Jun 29, 2018",$24.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,Racing
464,MotoGP18,"Jun 7, 2018",$19.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,Racing
478,FAST BEAT LOOP RACER GT | 環狀賽車GT,"May 17, 2018",$9.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),"SAINT-FUN INTERNATIONAL CO., LTD.",UFO Interactive Games,Racing
481,Animal Super Squad,"May 15, 2018",$9.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),DoubleMoose Games,DoubleMoose Games,Racing
508,Blonde Driver,"Apr 10, 2018",$0.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Easy game,Game for people,Racing
545,Sailaway - The Sailing Simulator,"Feb 27, 2018",$29.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Orbcreation,Orbcreation,Racing
555,Monster Energy Supercross - The Official Videogame,"Feb 13, 2018",$19.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,Racing
561,Way Out,"Feb 8, 2018",$0.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),"Shenzhen Simeng Technology Co., Ltd.","Shenzhen Simeng Technology Co., Ltd.",Racing
590,Nirvana Pilot Yume,"Dec 13, 2017",$9.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Dev9k,Dev9k,Racing
599,Polyball,"Dec 1, 2017",$3.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Studio Monolith,Studio Monolith,Racing
678,Crashday Redline Edition,"Aug 10, 2017",$11.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Moonbyte,2tainment GmbH,Racing
702,Micro Machines World Series,"Jun 29, 2017",,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Codemasters,"Codemasters, Electronic Arts",Racing
707,Vehicle VR,"Jun 9, 2017",$1.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Nick Helweg,Nick Helweg,Racing
711,Cart Racer,"Jun 5, 2017",$0.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),HFM Games,HFM Games,Racing
721,The Slopes,"May 19, 2017",$0.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),"Peter Labick, Connor Laux",My Way Games,Racing
733,Animal Rivals,"Apr 19, 2017",$6.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Blue Sunset Games,Blue Sunset Games,Racing
735,Fishermurs,"Jun 13, 2017",$0.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Reward Hunters,Valkyrie Initiative,Racing
738,Crazy Buggy Racing,"Apr 12, 2017",$4.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),VGstudio,VGstudio,Racing
744,Jumps,"Mar 31, 2017",$6.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),"Kiwiforge, Timothy Vincent","Kiwiforge, Timothy Vincent",Racing
775,Alpacapaca Dash,"Jan 23, 2017",$0.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Synnergy Circle Games,Synnergy Circle Games,Racing
791,Disney Infinity 3.0: Gold Edition,"Dec 9, 2016",$29.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),"Avalanche Software, Heavy Iron Studios",Disney,Racing
795,Peak Angle: Drift Online,"Nov 25, 2016",$11.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Peak Angle Team,GuraShop,Racing
804,PhysDrive,"Nov 10, 2015",$0.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Royal Deal Games,Royal Deal Games,Racing
818,Razortron 2000,"Oct 12, 2016",$0.49,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),NukGames,NukGames,Racing
835,J.U.R : Japan Underground Racing,"Aug 13, 2016",$0.49,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),JDM4iK,Conglomerate 5,Racing
846,Riptide GP: Renegade,"Jul 26, 2016",$9.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Vector Unit,Vector Unit,Racing
857,Aiball,"Jun 22, 2016",$0.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),HFM Games,HFM Games,Racing
861,CrazyCars3D,"Mar 28, 2016",$2.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),AneaGames,AneaGames,Racing
865,A Game of Changes,"Jun 2, 2016",$0.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Nuno Donato,Conglomerate 5,Racing
876,Earn to Die 2,"May 5, 2016",$4.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Toffee Games,Not Doppler,Racing
879,Roll'd,"Apr 14, 2016",$0.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),MGP Studios,Forever Entertainment S. A.,Racing
881,MXGP2 - The Official Motocross Videogame,"Apr 7, 2016",$14.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,Racing
882,Windlands,"Apr 5, 2016",$19.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Psytec Games Ltd,Psytec Games Ltd,Racing
886,Draw Rider,"Mar 29, 2016",$9.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),17Studio,17Studio,Racing
902,TRON RUN/r,"Feb 16, 2016",$19.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Sanzaru Games Inc.,Disney,Racing
904,Sunny Hillride,"Feb 1, 2016",$0.59,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Synetic,Dream Reactor,Racing
909,Eight Mini Racers,"Jan 11, 2016",$4.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),David Mulder,SA Industry,Racing
913,MotoGP15 Compact,"Dec 10, 2015",,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,Racing
917,MX vs. ATV Supercross Encore,"Oct 27, 2015",$29.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),"Rainbow Studios, THQ Nordic",THQ Nordic,Racing
930,Rubber and Lead,"Sep 4, 2015",$0.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Omega Point Games,Cleverweek,Racing
944,Coffin Dodgers,"Jul 8, 2015",$10.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Milky Tea Studios,Milky Tea Studios,Racing
965,Super Indie Karts,"May 6, 2015",$14.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),One Legged Seagull,One Legged Seagull,Racing
970,Jones On Fire,"Mar 27, 2015",$2.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Glass Bottom Games,Glass Bottom Games,Racing
990,Carmageddon TDR 2000,"Dec 14, 2000",$4.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Torus Games,THQ Nordic,Racing
1012,Super Toy Cars,"Jun 6, 2014",$9.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Eclipse Games,Eclipse Games,Racing
1022,Mashed,"Jun 25, 2004",$4.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Supersonic Software,Strategy First,Racing
1026,Hard Truck Apocalypse: Rise Of Clans / Ex Machina: Meridian 113,"Dec 18, 2006",$1.49,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Targem Games,ESDigital Games,Racing
1032,Burning Cars,"Jan 31, 2014",$5.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Polynetix Studio,Polynetix Studio,Racing
1034,Glacier 3: The Meltdown,"Sep 6, 2010",$0.74,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Team 6 Studios,Funbox Media Ltd,Racing
1053,Bang Bang Racing,"Jun 8, 2012",$1.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Digital Reality Software & Playbox,HandyGames,Racing
1055,Insane 2,"Jan 24, 2012",$14.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Targem Games,Game Factory Interactive,Racing
1057,Wasteland Angel,"Sep 1, 2011",$4.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Octane Games,SEGA,Racing
1073,Trials 2: Second Edition,"Mar 1, 2008",$9.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Redlynx,RedLynx Ltd.,Racing
1074,Gumboy Tournament,"May 19, 2008",$2.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),CINEMAX GAMES,CINEMAX GAMES,Racing
1075,18 Wheels of Steel: American Long Haul,"Dec 3, 2007",$9.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),SCS Software,Cosmi Valusoft,Racing
1082,GTR 2 FIA GT Racing Game,"Sep 10, 2006",$7.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),SimBin Studios AB,SimBin,Racing
1087,Carmageddon 2: Carpocalypse Now,"Dec 14, 1998",$9.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Stainless Games Ltd,THQ Nordic,Racing
1097,Cyclemania,"Jan 1, 1994",$4.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),"Compro Games, Accolade",Ziggurat,Racing
1098,Zephyr,"Jan 1, 1994",$6.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),New World Computing,Ziggurat,Racing
14,Sprint Vector,"Feb 8, 2018",$29.99,N/A (N/A/84%),"20,000 .. 50,000",0%,00:00 (00:00),Survios,Survios,Racing
17,GT Legends,"Nov 28, 2012",$7.99,N/A (N/A/84%),"20,000 .. 50,000",0%,00:00 (00:00),SimBin Studios AB,SimBin,Racing
24,The Next Penelope,"May 29, 2015",$2.59,N/A (N/A/82%),"20,000 .. 50,000",0%,00:00 (00:00),Aurelien Regard,Plug In Digital,Racing
26,Xpand Rally,"Aug 24, 2006",$0.54,N/A (N/A/82%),"20,000 .. 50,000",0%,00:00 (00:00),Techland,Techland,Racing
32,Monster Energy Supercross - The Official Videogame 2,"Feb 8, 2019",$19.99,N/A (N/A/80%),"20,000 .. 50,000",0%,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,Racing
36,Dyad,"Apr 24, 2013",$14.99,N/A (N/A/80%),"20,000 .. 50,000",0%,00:00 (00:00),][ Games Inc,Shawn McGrath,Racing
53,Breakneck,"Dec 7, 2017",$9.99,N/A (N/A/76%),"20,000 .. 50,000",0%,00:00 (00:00),PikPok,PikPok,Racing
80,MX vs. ATV Unleashed,"Jan 16, 2006",$9.99,N/A (N/A/71%),"20,000 .. 50,000",0%,00:00 (00:00),Rainbow Studios,THQ Nordic,Racing
97,Antigraviator,"Jun 6, 2018",$19.99,N/A (N/A/65%),"20,000 .. 50,000",0%,00:00 (00:00),Cybernetic Walrus,Iceberg Interactive,Racing
104,Danger Zone,"May 29, 2017",$14.99,N/A (N/A/64%),"20,000 .. 50,000",0%,00:00 (00:00),Three Fields Entertainment,Three Fields Entertainment,Racing
112,Desert Child,"Dec 11, 2018",$11.99,N/A (N/A/60%),"20,000 .. 50,000",0%,00:00 (00:00),Oscar Brittain,Akupara Games,Racing
115,Fireburst,"Apr 25, 2012",$7.99,N/A (N/A/59%),"20,000 .. 50,000",0%,00:00 (00:00),exDream,Strategy First,Racing
117,Ignite,"Oct 28, 2011",$9.99,N/A (N/A/59%),"20,000 .. 50,000",0%,00:00 (00:00),Nemesys Games,Nemesys Games,Racing
121,OmniBus,"May 26, 2016",$0.99,N/A (N/A/55%),"20,000 .. 50,000",0%,00:00 (00:00),"Buddy Cops, LLC",Devolver Digital,Racing
125,Clutch,"Jun 2, 2009",$9.99,N/A (N/A/51%),"20,000 .. 50,000",0%,00:00 (00:00),Targem Games,Game Factory Interactive,Racing
128,Ducati World Championship,"Sep 21, 2007",$3.99,N/A (N/A/35%),"20,000 .. 50,000",0%,00:00 (00:00),Artematica Entertainment,Strategy First,Racing
131,Classic Racers,"Mar 26, 2019",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Vision Reelle,Vision Reelle,Racing
142,Deliverace - Battle Racing,"Oct 19, 2018",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Skyjaz Games,Skyjaz Games,Racing
148,Fuel Renegades,"Jul 31, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"ESAT, Modular Souls",ESAT,Racing
149,Bike Dash Excite!,"Jul 9, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"KADOKAWA CORPORATION, Gotcha Gotcha Games",Gotcha Gotcha Games,Racing
150,Ahlman Arcade 2018,"Jun 30, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Team in Time,Ahlman Game Studio,Racing
157,FORWARD,"May 1, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Yuuuge Games,Yuuuge Games,Racing
166,Resume: The Video Game,"Mar 3, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Chris Holtshouser,Chris Holtshouser,Racing
171,Car Crash Couch Party,"Jan 31, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Fogbound,Fogbound,Racing
173,FIRST STEAM GAME VHS - COLOR RETRO RACER : MILES CHALLENGE,"Dec 29, 2017",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Bacq Stellan,ebi-hime,Racing
183,VR Triber,"Sep 26, 2017",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),VR Triber,VR Triber,Racing
