#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Players,Playtime (Median),Developer(s),Publisher(s),Genre
11,Rocket League,"Jul 7, 2015",,N/A (N/A/86%),"10,000,000 .. 20,000,000",0%,00:00 (00:00),Psyonix LLC,Psyonix LLC,Sports
291,Freestyle 2: Street Basketball,"Apr 1, 2015",Free,N/A (N/A),"5,000,000 .. 10,000,000",0%,00:00 (00:00),JOYCITY,JOYCITY,Sports
297,theHunter Classic,"Jun 3, 2014",Free,N/A (N/A),"5,000,000 .. 10,000,000",0%,00:00 (00:00),"Expansive Worlds, Avalanche Studios","Expansive Worlds, Avalanche Studios",Sports
302,RaceRoom Racing Experience,"Feb 12, 2013",,N/A (N/A),"5,000,000 .. 10,000,000",0%,00:00 (00:00),KW Studios,"KW Studios, RaceRoom Entertainment AG",Sports
1094,Street Warriors Online,"Dec 16, 2016",$1.19,N/A (N/A),"5,000,000 .. 10,000,000",0%,00:00 (00:00),Crazy Rocks Studios,Crazy Rocks Studios,Sports
1444,Ricochet,"Nov 1, 2000",$4.99,N/A (N/A),"5,000,000 .. 10,000,000",0%,00:00 (00:00),Valve,Valve,Sports
10,DiRT Rally,"Dec 7, 2015",,N/A (N/A/86%),"2,000,000 .. 5,000,000",0%,00:00 (00:00),"Codemasters, Feral Interactive (Linux), Feral Interactive (Mac)","Codemasters, Feral Interactive (Linux), Feral Interactive (Mac), Electronic Arts",Sports
13,Assetto Corsa,"Dec 19, 2014",$19.99,N/A (N/A/85%),"2,000,000 .. 5,000,000",0%,00:00 (00:00),Kunos Simulazioni,Kunos Simulazioni,Sports
19,SpeedRunners,"Apr 19, 2016",$2.99,N/A (N/A/84%),"2,000,000 .. 5,000,000",0%,00:00 (00:00),DoubleDutch Games,tinyBuild,Sports
27,TEKKEN 7,"Jun 1, 2017",$39.99,N/A (N/A/82%),"2,000,000 .. 5,000,000",0%,00:00 (00:00),BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,Sports
43,Football Manager 2017,"Nov 3, 2016",,N/A (N/A/80%),"2,000,000 .. 5,000,000",0%,00:00 (00:00),Sports Interactive,SEGA,Sports
56,NBA 2K19,"Sep 10, 2018",,N/A (N/A/76%),"2,000,000 .. 5,000,000",0%,00:00 (00:00),Visual Concepts,2K,Sports
103,F1 2015,"Jul 9, 2015",,N/A (N/A/61%),"2,000,000 .. 5,000,000",0%,00:00 (00:00),"Codemasters, Feral Interactive (Linux)","Codemasters, Feral Interactive (Linux)",Sports
261,Rec Room,"Jun 1, 2016",Free,N/A (N/A),"2,000,000 .. 5,000,000",0%,00:00 (00:00),Rec Room,Rec Room,Sports
271,Party Jousting,"Mar 1, 2016",Free,N/A (N/A),"2,000,000 .. 5,000,000",0%,00:00 (00:00),vikingfabian.com,vikingfabian.com,Sports
273,Governor of Poker 3,"Feb 19, 2016",Free,N/A (N/A),"2,000,000 .. 5,000,000",0%,00:00 (00:00),Playtika Ltd.,Playtika Ltd.,Sports
285,Fishing Planet,"Aug 11, 2015",Free,N/A (N/A),"2,000,000 .. 5,000,000",0%,00:00 (00:00),Fishing Planet LLC,Fishing Planet LLC,Sports
301,S.K.I.L.L. - Special Force 2 (Shooter),"Sep 12, 2013",,N/A (N/A),"2,000,000 .. 5,000,000",0%,00:00 (00:00),"Dragonfly GF Co., LTD",Space Budgie,Sports
308,TrackMania Nations Forever,"Apr 16, 2008",Free,N/A (N/A),"2,000,000 .. 5,000,000",0%,00:00 (00:00),Nadeo,Ubisoft,Sports
579,The Crew 2,"Jun 28, 2018",$11.99,N/A (N/A),"2,000,000 .. 5,000,000",0%,00:00 (00:00),Ivory Tower,Ubisoft,Sports
1050,theHunter: Call of the Wild,"Feb 16, 2017",$19.99,N/A (N/A),"2,000,000 .. 5,000,000",0%,00:00 (00:00),Expansive Worlds,Expansive Worlds,Sports
5,Burnout Paradise: The Ultimate Box,"Feb 3, 2009",,N/A (N/A/87%),"1,000,000 .. 2,000,000",0%,00:00 (00:00),Criterion Games,Electronic Arts,Sports
6,NBA 2K18,Coming soon,,N/A (N/A/87%),"1,000,000 .. 2,000,000",0%,00:00 (00:00),Visual Concepts,2K,Sports
7,Football Manager 2019,"Nov 2, 2018",,N/A (N/A/86%),"1,000,000 .. 2,000,000",0%,00:00 (00:00),Sports Interactive,SEGA,Sports
15,DiRT Rally 2.0,"Feb 25, 2019",$19.99,N/A (N/A/84%),"1,000,000 .. 2,000,000",0%,00:00 (00:00),Codemasters,"Codemasters, Electronic Arts",Sports
18,Project CARS 2,"Sep 21, 2017",,N/A (N/A/84%),"1,000,000 .. 2,000,000",0%,00:00 (00:00),Slightly Mad Studios,BANDAI NAMCO Entertainment,Sports
24,Project CARS,"May 6, 2015",,N/A (N/A/83%),"1,000,000 .. 2,000,000",0%,00:00 (00:00),Slightly Mad Studios,"Codemasters, Slightly Mad Studios, Electronic Arts",Sports
33,Wreckfest,"Jun 14, 2018",$29.99,N/A (N/A/81%),"1,000,000 .. 2,000,000",0%,00:00 (00:00),Bugbear,THQ Nordic,Sports
58,Blood Bowl 2,"Sep 22, 2015",$19.99,N/A (N/A/76%),"1,000,000 .. 2,000,000",0%,00:00 (00:00),Cyanide Studios,Nacon,Sports
60,Need for Speed Rivals,"Jun 4, 2020",$19.99,N/A (N/A/76%),"1,000,000 .. 2,000,000",0%,00:00 (00:00),Criterion Games,Electronic Arts,Sports
61,Poker Night 2,"Apr 26, 2013",,N/A (N/A/75%),"1,000,000 .. 2,000,000",0%,00:00 (00:00),Telltale Games,Telltale Games,Sports
65,Punch Club,"Jan 8, 2016",$1.99,N/A (N/A/73%),"1,000,000 .. 2,000,000",0%,00:00 (00:00),Lazy Bear Games,tinyBuild,Sports
69,Steep,"Dec 2, 2016",$4.49,N/A (N/A/72%),"1,000,000 .. 2,000,000",0%,00:00 (00:00),"Ubisoft Annecy, Ubisoft Montpellier, Ubisoft Kiev",Ubisoft,Sports
73,Poker Night at the Inventory,"Nov 22, 2010",,N/A (N/A/71%),"1,000,000 .. 2,000,000",0%,00:00 (00:00),Telltale Games,Soldak Entertainment,Sports
100,Need for Speed Payback,"Nov 6, 2017",$29.99,N/A (N/A/62%),"1,000,000 .. 2,000,000",0%,00:00 (00:00),Ghost Games,Electronic Arts,Sports
117,Drunken Wrestlers 2,"Apr 1, 2019",Free,N/A (N/A),"1,000,000 .. 2,000,000",0%,00:00 (00:00),Oleg Skutte,Gamegrustudio,Sports
243,High Octane Drift,"Oct 11, 2016",Free,N/A (N/A),"1,000,000 .. 2,000,000",0%,00:00 (00:00),Cruderocks,Cruderocks,Sports
813,CarX Drift Racing Online,"Nov 17, 2017",$14.99,N/A (N/A),"1,000,000 .. 2,000,000",0%,00:00 (00:00),"CarX Technologies, LLC","CarX Technologies, LLC",Sports
1413,Jet Set Radio,"Sep 19, 2012",$7.99,N/A (N/A),"1,000,000 .. 2,000,000",0%,00:00 (00:00),Blit Software,SEGA,Sports
2,NBA 2K17,"Sep 20, 2016",,N/A (N/A/90%),"500,000 .. 1,000,000",0%,00:00 (00:00),Visual Concepts,2K,Sports
3,Pinball FX3,"Sep 26, 2017",$23.97,N/A (N/A/89%),"500,000 .. 1,000,000",0%,00:00 (00:00),Zen Studios,Zen Studios,Sports
21,F1 2018,"Aug 23, 2018",,N/A (N/A/83%),"500,000 .. 1,000,000",0%,00:00 (00:00),Codemasters,"Codemasters, Electronic Arts",Sports
25,RACE 07,"Oct 15, 2007",$3.99,N/A (N/A/83%),"500,000 .. 1,000,000",0%,00:00 (00:00),SimBin,SimBin,Sports
30,Lethal League,"Aug 27, 2014",$13.99,N/A (N/A/82%),"500,000 .. 1,000,000",0%,00:00 (00:00),Team Reptile,Team Reptile,Sports
35,Motorsport Manager,"Nov 9, 2016",$19.99,N/A (N/A/81%),"500,000 .. 1,000,000",0%,00:00 (00:00),Playsport Games,SEGA,Sports
36,Redout: Enhanced Edition,"Sep 2, 2016",$19.99,N/A (N/A/81%),"500,000 .. 1,000,000",0%,00:00 (00:00),34BigThings srl,34BigThings srl,Sports
37,Nidhogg,"Jan 13, 2014",$9.99,N/A (N/A/81%),"500,000 .. 1,000,000",0%,00:00 (00:00),Messhof,Messhof,Sports
51,DiRT 4,"Jun 9, 2017",,N/A (N/A/78%),"500,000 .. 1,000,000",0%,00:00 (00:00),"Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)","Codemasters, Feral Interactive (Mac), Feral Interactive (Linux), Electronic Arts",Sports
53,GRID Autosport,"Jun 26, 2014",,N/A (N/A/78%),"500,000 .. 1,000,000",0%,00:00 (00:00),"Codemasters Racing, Feral Interactive (Mac), Feral Interactive (Linux)","Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)",Sports
55,TrackMania² Stadium,"Feb 27, 2013",$9.99,N/A (N/A/77%),"500,000 .. 1,000,000",0%,00:00 (00:00),Nadeo,Ubisoft,Sports
63,WWE 2K16,"Mar 10, 2016",,N/A (N/A/74%),"500,000 .. 1,000,000",0%,00:00 (00:00),"Visual Concepts, Yuke's Co., LTD",2K,Sports
76,Ultimate Fishing Simulator,"Aug 30, 2018",$19.99,N/A (N/A/70%),"500,000 .. 1,000,000",0%,00:00 (00:00),"Pancake Games, 3T Labs, Bit Golem",Ultimate Games S.A.,Sports
104,F1 2014,"Oct 16, 2014",,N/A (N/A/61%),"500,000 .. 1,000,000",0%,00:00 (00:00),Codemasters,"Codemasters, Electronic Arts",Sports
126,Supraball,"Feb 8, 2019",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Supra Games,Supra Games,Sports
132,PRO EVOLUTION SOCCER 2019 LITE,"Dec 13, 2018",,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Konami Digital Entertainment,Konami Digital Entertainment,Sports
134,Professional Fishing,"Nov 30, 2018",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),MasterCode,Ultimate Games S.A.,Sports
169,Wrecked,"Apr 1, 2018",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Marco Amadei,Corvostudio di Amadei Marco,Sports
187,PRO EVOLUTION SOCCER 2018 LITE,"Nov 15, 2017",,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"Konami Digital Entertainment Co., Ltd",Konami Digital Entertainment,Sports
246,Streamline,"Sep 30, 2016",,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Proletariat Inc.,Proletariat Inc.,Sports
278,Pool Nation FX Lite,"Dec 7, 2015",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Cherry Pop Games,Cherry Pop Games,Sports
282,NBA 2K16,"Sep 29, 2015",,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Visual Concepts,2K,Sports
293,Copa Petrobras de Marcas,"Nov 29, 2014",,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Reiza Studios,Reiza Studios,Sports
359,Trials Rising,"Feb 26, 2019",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),RedLynx,Ubisoft,Sports
503,Liftoff: FPV Drone Racing,"Sep 13, 2018",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),LuGus Studios,LuGus Studios,Sports
687,Barro,"Mar 28, 2018",$4.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),SC Jogos,SC Jogos,Sports
719,Achievements printer,"Mar 2, 2018",$0.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Easy game,Game for people,Sports
752,VR Regatta - The Sailing Game,"Jan 30, 2018",$29.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),MarineVerse,MarineVerse,Sports
827,Superflight,"Nov 8, 2017",$2.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),GrizzlyGames,GrizzlyGames,Sports
1023,Soccer Online: Ball 3D,"Mar 31, 2017",$0.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Unusualsoft,Unusualsoft,Sports
1218,JDM Tuner Racing,"Jun 3, 2016",$0.49,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),JDM4iK,Conglomerate 5,Sports
1273,Drift Streets Japan,"Dec 21, 2015",$4.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),JDM4iK Games,SA Industry,Sports
1287,rFactor 2,"Mar 28, 2013",$29.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Studio 397,Studio 397,Sports
1294,Garfield Kart,"Nov 7, 2013",$4.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Artefacts Studio,Microids,Sports
1295,Hyperdrive Massacre,"Oct 12, 2015",$9.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),34BigThings srl,"34BigThings srl, Digital Tribe",Sports
1380,Mount Your Friends,"Jul 29, 2014",$4.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Stegersaurus Software Inc.,Stegersaurus Software Inc.,Sports
1409,Sonic & All-Stars Racing Transformed Collection,"Jan 31, 2013",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Sumo Digital,SEGA,Sports
4,F1 2017,"Aug 24, 2017",,N/A (N/A/89%),"200,000 .. 500,000",0%,00:00 (00:00),"Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)","Codemasters, Feral Interactive (Mac), Feral Interactive (Linux), Electronic Arts",Sports
9,F1 2016,"Sep 7, 2016",,N/A (N/A/86%),"200,000 .. 500,000",0%,00:00 (00:00),"Codemasters, Feral Interactive (Mac)","Codemasters, Feral Interactive (Mac), Electronic Arts",Sports
12,Need For Speed: Hot Pursuit,"Nov 16, 2010",,N/A (N/A/86%),"200,000 .. 500,000",0%,00:00 (00:00),Criterion Games,Electronic Arts,Sports
14,Trials Evolution: Gold Edition,"Mar 21, 2013",$19.99,N/A (N/A/85%),"200,000 .. 500,000",0%,00:00 (00:00),"Redlynx Ltd, Ubisoft Shanghaï",Ubisoft,Sports
31,Monday Night Combat,"Jan 24, 2011",$4.99,N/A (N/A/82%),"200,000 .. 500,000",0%,00:00 (00:00),Uber Entertainment,Uber Entertainment,Sports
34,PRO EVOLUTION SOCCER 2018,"Sep 13, 2017",,N/A (N/A/81%),"200,000 .. 500,000",0%,00:00 (00:00),"Konami Digital Entertainment Co., Ltd.",Konami Digital Entertainment,Sports
38,TrackMania² Canyon,"Sep 14, 2011",$19.99,N/A (N/A/81%),"200,000 .. 500,000",0%,00:00 (00:00),Nadeo,Ubisoft,Sports
42,PRO EVOLUTION SOCCER 2019,"Aug 29, 2018",,N/A (N/A/80%),"200,000 .. 500,000",0%,00:00 (00:00),Konami Digital Entertainment,Konami Digital Entertainment,Sports
45,Trials Fusion,"Apr 24, 2014",$19.99,N/A (N/A/80%),"200,000 .. 500,000",0%,00:00 (00:00),"RedLynx, in collaboration with Ubisoft Shanghai, Ubisoft Kiev",Ubisoft,Sports
46,F1 2012,"Sep 17, 2012",,N/A (N/A/80%),"200,000 .. 500,000",0%,00:00 (00:00),Codemasters,"Codemasters, Electronic Arts",Sports
48,iRacing,"Jan 12, 2015",,N/A (N/A/79%),"200,000 .. 500,000",0%,00:00 (00:00),"iRacing.com Motorsport Simulations, iRacing","iRacing.com Motorsport Simulations, iRacing",Sports
50,Laser League,"May 10, 2018",,N/A (N/A/78%),"200,000 .. 500,000",0%,00:00 (00:00),"Roll7, CE-Asia, 505 Games","CE-Asia, 505 Games",Sports
57,Horizon Chase Turbo,"May 15, 2018",$19.99,N/A (N/A/76%),"200,000 .. 500,000",0%,00:00 (00:00),AQUIRIS,AQUIRIS,Sports
66,Gas Guzzlers Extreme,"Oct 8, 2013",$24.99,N/A (N/A/73%),"200,000 .. 500,000",0%,00:00 (00:00),Gamepires,Jagex Ltd,Sports
75,RIDE 3,"Nov 30, 2018",$29.99,N/A (N/A/70%),"200,000 .. 500,000",0%,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,Sports
83,TT Isle of Man: Ride on the Edge,"Mar 27, 2018",$19.99,N/A (N/A/68%),"200,000 .. 500,000",0%,00:00 (00:00),KT Racing,Nacon,Sports
88,NBA Playgrounds,"May 8, 2017",,N/A (N/A/67%),"200,000 .. 500,000",0%,00:00 (00:00),Saber Interactive,"Mad Dog Games, LLC",Sports
89,Ride 2,"Oct 7, 2016",$24.99,N/A (N/A/67%),"200,000 .. 500,000",0%,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,Sports
93,WWE 2K18,"Oct 17, 2017",,N/A (N/A/64%),"200,000 .. 500,000",0%,00:00 (00:00),"Visual Concepts, Yuke's Co., LTD",2K,Sports
98,Vertiginous Golf,"Mar 7, 2014",$9.99,N/A (N/A/63%),"200,000 .. 500,000",0%,00:00 (00:00),Kinelco & Lone Elk Creative,Fellow Traveller,Sports
102,WWE 2K17,"Feb 7, 2017",,N/A (N/A/61%),"200,000 .. 500,000",0%,00:00 (00:00),"Visual Concepts, Yuke's Co., LTD",2K,Sports
111,Deadly Dozen,"Oct 31, 2001",$9.99,N/A (N/A/56%),"200,000 .. 500,000",0%,00:00 (00:00),N-Fusion Interactive,Ziggurat,Sports
121,Slapshot,"Mar 8, 2019",,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Oddshot Games,Oddshot Games,Sports
130,Soccer Manager 2019,"Dec 19, 2018",,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Soccer Manager Ltd,Soccer Manager Ltd,Sports
158,IOSoccer,"Jun 8, 2018",Free,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),IOSoccer Team,IOSoccer Team,Sports
159,Paintball War,"Jun 1, 2018",Free,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),ShadowWolf Games,ShadowWolf Games,Sports
182,Soccer Manager 2018,"Dec 22, 2017",,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Soccer Manager Ltd,Soccer Manager Ltd,Sports
183,Just Fishing,"Dec 15, 2017",,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Just Fishing LLC,Just Fishing LLC,Sports
202,Trophy Fishing 2,"Jul 13, 2017",Free,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Overgroup,Overgroup,Sports
207,Kreedz Climbing,"Jun 15, 2017",Free,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),ObsessionSoft,ObsessionSoft,Sports
225,MadOut2 BigCityOnline [CLOSED],"Feb 21, 2017",Free,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),MadOut Games,MadOut Games,Sports
237,Brief Karate Foolish,"Nov 18, 2016",Free,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),D.C.S,Henteko Doujin,Sports
240,Project CARS - Pagani Edition,"Oct 28, 2016",,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Slightly Mad Studios,"Slightly Mad Studios, BANDAI NAMCO Entertainment",Sports
249,Soccer Manager 2017,"Sep 16, 2016",,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Soccer Manager Ltd,Soccer Manager Ltd,Sports
258,Zaccaria Pinball,"Jun 16, 2016",Free,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Magic Pixel Kft.,Magic Pixel Kft.,Sports
266,AltspaceVR,"Mar 31, 2016",,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),"AltspaceVR, Inc.","AltspaceVR, Inc.",Sports
274,Victory: The Age of Racing,"Feb 12, 2016",Free,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Vae Victis Games,Vae Victis Games,Sports
281,Soccer Manager 2016,"Oct 7, 2015",,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Soccer Manager Ltd,Soccer Manager Ltd,Sports
283,World of Soccer,"Aug 26, 2015",,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),WoS Development Team,Huebotics,Sports
287,Soccer Manager 2015,"Jul 16, 2015",,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Soccer Manager Ltd,Soccer Manager Ltd,Sports
290,404Sight,"Apr 16, 2015",Free,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Retro Yeti Games,Retro Yeti Games,Sports
294,ACE - Arena: Cyber Evolution,"Aug 18, 2014",,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Spearhead Games,Spearhead Games,Sports
296,Colin McRae Rally,"Jul 30, 2014",,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Codemasters Digital,Codemasters,Sports
353,Blast Zone! Tournament,"Feb 28, 2019",$9.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Victory Lap Games,Victory Lap Games,Sports
455,KartKraft,"Nov 1, 2018",$24.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Motorsport Games,Motorsport Games,Sports
460,Lethal League Blaze,"Oct 24, 2018",$19.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Team Reptile,Team Reptile,Sports
468,eSports Legend,"Oct 16, 2018",$9.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),90Games,Coconut Island Games,Sports
482,WWE 2K19,"Oct 8, 2018",,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),"Visual Concepts, Yuke's Co., LTD",2K,Sports
491,Creed: Rise to Glory,"Sep 25, 2018",$29.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Survios,Survios,Sports
602,"Football, Tactics & Glory","Jun 1, 2018",$24.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Creoteam,"Creoteam, Toplitz Productions",Sports
605,Kabounce,"May 29, 2018",$14.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Stitch Heads Entertainment,Stitch Heads Entertainment,Sports
704,PIPE by BMX Streets,"Mar 15, 2018",$9.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Mash Games,Mash Games,Sports
834,FURIDASHI: Drift Cyber Sport,"Nov 2, 2017",$11.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Drift Physics Crew,Drift Physics Crew,Sports
837,The Drone Racing League Simulator,"Jun 16, 2017",$9.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),The Drone Racing League,The Drone Racing League,Sports
845,King's Table - The Legend of Ragnarok,"Dec 1, 1993",$4.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Imagitec,Ziggurat,Sports
881,WRC 7 FIA World Rally Championship,"Sep 15, 2017",$1.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),KT Racing,Nacon,Sports
910,Head Goal: Soccer Online,"Aug 18, 2017",$0.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Unusualsoft,Unusualsoft,Sports
956,电竞俱乐部/ESports Club,"Jun 30, 2017",$8.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),"Hangzhou Xinlan Network Technology Co.,Ltd.","Hangzhou Xinlan Network Technology Co.,Ltd.",Sports
1039,Disc Jam,"Mar 7, 2017",$14.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),High Horse Entertainment,High Horse Entertainment,Sports
1106,ConflictCraft,"Dec 8, 2016",$0.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),"Cristian Manolachi, Atomic Fabrik","Cristian Manolachi, Atomic Fabrik",Sports
1127,Kopanito All-Stars Soccer,"Nov 16, 2016",$5.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Merixgames,Merixgames,Sports
1132,Moto Racer 4,"Nov 3, 2016",$14.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Artefacts Studio,Microids,Sports
1152,Eleven Table Tennis,"Sep 22, 2016",$29.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),For Fun Labs,For Fun Labs,Sports
1172,Automobilista,"Feb 29, 2016",$24.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Reiza Studios,Reiza Studios,Sports
1198,Mind Spheres,"Jul 8, 2016",$0.49,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Microblast Games,SA Industry,Sports
1204,The Thrill of the Fight - VR Boxing,"Jul 1, 2016",$9.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Sealost Interactive LLC,Sealost Interactive LLC,Sports
1236,Ice Lakes,"Apr 19, 2016",$3.74,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Iceflake Studios,Paradox Interactive,Sports
1280,Ben and Ed,"Dec 8, 2015",$9.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Sluggerfly,Sluggerfly,Sports
1281,Eastside Hockey Manager,"Dec 1, 2015",$19.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Sports Interactive,SEGA,Sports
1296,Slipstream 5000,"Dec 31, 1995",$0.74,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),"Gremlin Interactive, The Software Refinery",Funbox Media Ltd,Sports
1326,Teddy Floppy Ear - The Race,"May 22, 2015",,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Forever Entertainment S. A.,Forever Entertainment S. A.,Sports
1327,NASCAR '15 Victory Edition,"May 22, 2015",$9.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Eutechnyx,Dusenberry Martin Racing,Sports
1346,Robot Roller-Derby Disco Dodgeball,"Feb 19, 2015",$9.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Erik Asmussen,Erik Asmussen,Sports
1378,Depth Hunter 2: Deep Dive,"Aug 20, 2014",$17.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Biart Company LLC,Biart Company LLC,Sports
1393,MXGP - The Official Motocross Videogame,"Mar 28, 2014",$9.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Milestone S.r.l.,"Plug In Digital, Milestone S.r.l.",Sports
1403,WRC 4 FIA World Rally Championship,"Oct 25, 2013",$9.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Milestone S.r.l.,Nacon,Sports
1404,Pool Nation,"Oct 18, 2013",$6.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Cherry Pop Games,Cherry Pop Games,Sports
1410,Blood Bowl: Chaos Edition,"Oct 11, 2012",$14.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Cyanide Studios,Cyanide Studios,Sports
1414,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,"Nov 23, 2011",$9.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),"Dejobaan Games, LLC, Owlchemy Labs","Dejobaan Games, LLC",Sports
1415,Worms Crazy Golf,"Oct 19, 2011",$9.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Team17 Digital Ltd,Team17 Digital Ltd,Sports
1416,Worms Pinball,"Oct 19, 2011",$7.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),Team17 Digital Ltd,Team17 Digital Ltd,Sports
1420,MX vs. ATV Reflex,"Nov 26, 2010",$19.99,N/A (N/A),"200,000 .. 500,000",0%,00:00 (00:00),"Rainbow Studios, THQ Nordic",THQ Nordic,Sports
22,Synth Riders,"Oct 31, 2019",$24.99,N/A (N/A/83%),"100,000 .. 200,000",0%,00:00 (00:00),Kluge Interactive,Kluge Interactive,Sports
23,Super Mega Baseball 2,"Apr 30, 2018",,N/A (N/A/83%),"100,000 .. 200,000",0%,00:00 (00:00),Metalhead Software Inc.,Electronic Arts,Sports
